date_time,site_name,posa_continent,user_location_country,user_location_region,user_location_city,orig_destination_distance,user_id,is_mobile,is_package,channel,srch_ci,srch_co,srch_adults_cnt,srch_children_cnt,srch_rm_cnt,srch_destination_id,srch_destination_type_id,is_booking,cnt,hotel_continent,hotel_country,hotel_market,hotel_cluster
11/22/2014 22:27,30,4,195,991,47725,0,1048,1,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,1,3,151,69,81
11/23/2014 17:10,30,4,195,991,47725,0,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,82
11/23/2014 17:17,30,4,195,991,47725,0,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,1,3,151,1236,36
11/23/2014 17:21,30,4,195,991,47725,0,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,2,3,151,69,36
11/23/2014 17:38,30,4,195,991,47725,0,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,1,3,151,1236,36
11/23/2014 17:39,30,4,195,991,47725,0,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,1,1,3,151,69,29
11/23/2014 17:41,30,4,195,991,47725,0,1048,0,0,9,6/26/2015,6/28/2015,2,0,1,8803,1,0,1,3,151,69,36
12/28/2014 21:43,30,4,195,991,20735,0,1048,0,0,9,7/13/2015,7/16/2015,2,0,1,13474,4,0,1,6,204,27,8
2/16/2013 12:23,2,3,66,462,41898,2716.6746,1482,0,0,0,3/1/2013,3/6/2013,2,0,1,8857,1,0,1,2,50,214,28
1/3/2014 16:30,2,3,66,462,41898,2454.8588,1482,0,1,1,2/22/2014,2/27/2014,3,0,2,12009,1,1,1,2,50,680,95
1/3/2014 16:58,2,3,66,462,41898,2454.8588,1482,0,1,1,2/23/2014,2/26/2014,2,0,1,12009,1,0,1,2,50,680,95
1/8/2014 13:28,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,4,0,2,12009,1,1,1,2,50,680,95
1/8/2014 13:38,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,2,0,1,12009,1,0,3,2,50,680,95
1/8/2014 13:42,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,2,0,2,12009,1,0,1,2,50,680,95
1/8/2014 13:46,2,3,66,462,41898,2454.8588,1482,0,1,1,2/21/2014,2/24/2014,1,0,1,12009,1,0,1,2,50,680,95
1/8/2014 14:03,2,3,66,462,41898,2454.8588,1482,0,0,1,2/22/2014,2/24/2014,1,0,1,28494,6,0,1,2,50,680,95
1/8/2014 14:09,2,3,66,462,41898,2454.8588,1482,0,0,1,2/22/2014,2/24/2014,3,0,2,28494,6,1,1,2,50,680,95
1/8/2014 14:30,2,3,66,462,41898,2455.2272,1482,0,0,1,2/22/2014,2/24/2014,3,0,2,28494,6,0,2,2,50,680,77
5/14/2014 14:57,2,3,66,462,49272,16.7526,1482,0,0,0,6/5/2014,6/6/2014,2,0,1,23454,6,0,1,2,50,552,13
8/16/2014 19:42,2,3,66,462,41898,2104.7296,1482,0,0,0,9/7/2014,9/8/2014,3,0,1,44269,8,1,1,2,50,411,55
8/16/2014 19:44,2,3,66,462,41898,2104.9654,1482,0,0,0,9/7/2014,9/8/2014,3,0,1,44269,8,1,1,2,50,411,91
10/10/2014 17:01,2,3,66,462,41898,2671.9638,1482,0,1,0,3/31/2015,4/7/2015,2,0,1,8855,1,1,3,2,50,213,55
9/15/2014 15:02,2,3,66,311,45008,0,1561,0,0,0,9/19/2014,9/21/2014,2,0,1,52565,7,1,2,2,50,674,68
9/15/2014 19:07,2,3,66,311,45008,0,1561,0,0,9,9/19/2014,9/21/2014,2,0,1,52565,7,1,1,2,50,674,68
10/29/2014 14:09,2,3,66,174,40365,8454.4977,1713,0,0,0,11/11/2014,11/12/2014,2,0,2,1571,3,0,1,3,5,89,46
10/29/2014 14:09,2,3,66,174,40365,8454.262,1713,0,0,0,11/11/2014,11/12/2014,2,0,2,1571,3,0,4,3,5,89,67
10/29/2014 14:12,2,3,66,174,40365,8455.6211,1713,0,0,0,11/1/2014,11/4/2014,2,0,1,1571,3,1,1,3,5,89,81
10/29/2014 14:32,2,3,66,174,40365,8456.8294,1713,0,0,0,11/11/2014,11/12/2014,2,0,2,1571,3,1,1,3,5,89,38
12/5/2014 9:49,2,3,66,174,21855,8393.1607,1713,0,0,1,12/11/2014,12/12/2014,1,0,1,12861,5,1,1,3,5,89,81
12/5/2014 9:51,2,3,66,174,21855,8392.6744,1713,0,0,1,12/11/2014,12/12/2014,1,0,1,12861,5,1,1,3,5,89,78
12/5/2014 9:51,2,3,66,174,21855,8390.0936,1713,0,0,1,12/11/2014,12/12/2014,1,0,1,12861,5,0,2,3,5,89,67
12/5/2014 9:54,2,3,66,174,21855,8390.1663,1713,0,0,1,12/11/2014,12/12/2014,1,0,1,12861,5,0,1,3,5,89,46
1/10/2013 18:24,37,1,69,923,23649,0,2140,1,0,0,4/6/2013,4/7/2013,4,3,2,22494,6,1,1,6,204,1776,43
1/10/2013 18:26,37,1,69,923,23649,0,2140,1,0,0,4/6/2013,4/7/2013,5,2,3,22494,6,0,2,6,204,1776,43
1/10/2013 18:30,37,1,69,923,23649,0,2140,1,0,0,4/6/2013,4/7/2013,2,2,1,22494,6,0,1,6,204,1776,43
12/1/2013 21:59,24,2,3,64,12576,0,2451,0,0,4,2/26/2014,2/27/2014,2,0,1,14038,6,0,10,6,105,35,82
12/1/2013 21:59,24,2,3,64,12576,0,2451,0,0,4,2/27/2014,2/28/2014,2,0,1,14038,6,1,1,6,105,35,82
12/1/2013 22:14,24,2,3,64,12576,0,2451,0,0,4,2/28/2014,3/1/2014,2,0,1,14038,6,1,1,6,105,35,82
12/2/2013 1:46,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,53949,3,0,1,6,105,29,37
12/2/2013 1:48,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,53949,3,1,1,6,105,29,99
12/2/2013 2:15,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,18488,6,0,2,6,105,29,8
12/2/2013 2:22,24,2,3,64,12576,0,2451,0,0,4,2/28/2014,3/4/2014,2,0,1,18488,6,1,1,6,105,29,8
12/2/2013 2:25,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,21788,6,1,1,6,105,29,8
12/2/2013 2:29,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,18492,6,1,1,6,105,29,35
12/2/2013 3:06,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,8785,1,0,4,6,105,35,25
12/2/2013 3:06,24,2,3,64,12576,0,2451,0,1,4,2/26/2014,2/28/2014,2,0,1,8785,1,0,1,6,105,35,25
12/2/2013 3:07,24,2,3,64,12576,0,2451,0,0,4,2/26/2014,2/27/2014,2,0,1,8785,1,1,8,6,105,35,25
12/2/2013 4:30,24,2,3,64,12576,0,2451,0,0,4,2/26/2014,2/27/2014,2,0,1,8785,1,1,1,6,105,35,25
12/2/2013 4:43,24,2,3,64,12576,0,2451,0,0,4,2/26/2014,2/27/2014,2,0,1,8785,1,0,1,6,105,35,55
1/25/2014 23:50,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,8746,1,0,1,6,105,29,82
1/25/2014 23:53,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,21787,6,1,2,6,105,29,9
1/26/2014 0:00,24,2,3,64,12576,0,2451,0,0,4,3/3/2014,3/4/2014,2,0,1,21787,6,1,1,6,105,29,20
7/17/2014 23:59,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,82
7/18/2014 0:24,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,43
7/18/2014 0:50,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,1,1,6,105,29,8
7/18/2014 0:55,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,1,1,6,105,29,43
7/18/2014 1:00,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,99
7/18/2014 1:30,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,1,1,6,105,29,38
7/18/2014 1:33,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,1,1,6,105,29,50
7/18/2014 1:45,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,35
7/18/2014 1:47,24,2,3,64,12576,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,1,1,6,105,29,20
7/18/2014 2:12,24,2,3,64,12576,0,2451,0,0,2,8/27/2014,8/28/2014,2,0,1,17823,1,0,1,6,105,770,22
7/18/2014 2:13,24,2,3,64,12576,0,2451,0,0,2,8/27/2014,8/28/2014,2,0,1,17823,1,1,1,6,105,770,25
7/18/2014 2:24,24,2,3,64,12576,0,2451,0,0,2,8/27/2014,8/28/2014,2,0,1,17823,1,0,1,6,105,770,99
8/3/2014 2:42,24,2,3,64,4777,0,2451,0,0,2,8/28/2014,8/29/2014,2,0,1,8746,1,1,1,6,105,29,64
8/3/2014 2:53,24,2,3,64,4777,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,38
8/9/2014 3:18,24,2,3,64,4777,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,95
8/9/2014 3:37,24,2,3,64,4777,0,2451,0,0,2,8/30/2014,8/31/2014,2,0,1,8746,1,1,1,6,105,29,22
8/12/2014 1:00,24,2,3,64,4777,0,2451,0,0,7,8/30/2014,8/31/2014,2,0,1,8746,1,0,1,6,105,29,16
8/12/2014 1:30,24,2,3,64,4777,0,2451,0,0,7,8/26/2014,8/27/2014,2,0,1,8845,1,0,1,6,105,1854,78
8/17/2014 15:08,24,2,3,64,4777,0,2451,0,0,2,8/27/2014,8/28/2014,2,0,1,17823,1,0,1,6,105,770,82
11/9/2014 21:21,24,2,3,64,47431,0,2451,0,0,2,2/9/2015,2/10/2015,2,0,1,8740,1,1,1,6,105,12,43
11/15/2014 18:34,24,2,3,64,47431,0,2451,0,1,2,2/6/2015,2/7/2015,1,0,1,43705,6,1,2,6,105,809,29
11/15/2014 18:38,24,2,3,64,47431,0,2451,0,1,2,2/6/2015,2/7/2015,1,0,1,43705,6,1,8,6,105,809,36
11/15/2014 18:56,24,2,3,64,47431,0,2451,0,1,2,2/6/2015,2/7/2015,1,0,1,21790,6,0,5,6,105,29,21
12/16/2014 19:35,24,2,3,64,9448,0,2451,0,0,9,2/8/2015,2/9/2015,2,0,1,14039,6,0,1,6,105,35,8
12/20/2014 5:22,24,2,3,64,9448,0,2451,0,0,2,2/4/2015,2/11/2015,1,0,1,8746,1,0,1,6,105,29,99
12/20/2014 5:23,24,2,3,64,9448,0,2451,0,0,2,2/4/2015,2/11/2015,1,0,1,8746,1,0,1,6,105,29,11
12/23/2014 2:36,24,2,3,64,9448,0,2451,0,0,0,2/9/2015,2/10/2015,2,0,1,65035,6,0,1,6,105,29,10
12/23/2014 2:51,24,2,3,64,9448,0,2451,0,0,0,2/7/2015,2/8/2015,2,0,1,14041,6,1,1,6,105,35,8
12/23/2014 2:54,24,2,3,64,9448,0,2451,0,0,0,2/5/2015,2/6/2015,2,0,1,14041,6,1,1,6,105,35,8
12/23/2014 3:02,24,2,3,64,9448,0,2451,0,0,0,2/7/2015,2/8/2015,2,0,1,8785,1,0,1,6,105,35,36
12/23/2014 3:04,24,2,3,64,9448,0,2451,0,0,0,2/6/2015,2/8/2015,2,0,1,8785,1,0,1,6,105,35,36
12/23/2014 3:04,24,2,3,64,9448,0,2451,0,0,0,2/6/2015,2/7/2015,2,0,1,8785,1,1,1,6,105,35,36
12/23/2014 3:05,24,2,3,64,9448,0,2451,0,0,0,2/5/2015,2/6/2015,2,0,1,8785,1,1,1,6,105,35,36
12/23/2014 3:33,24,2,3,64,9448,0,2451,0,0,0,2/7/2015,2/8/2015,2,0,1,8785,1,1,1,6,105,35,64
12/23/2014 3:35,24,2,3,64,9448,0,2451,0,0,0,2/7/2015,2/8/2015,2,0,1,8785,1,0,1,6,105,35,97
12/23/2014 19:15,24,2,3,64,9448,0,2451,0,0,2,2/7/2015,2/8/2015,2,0,1,14039,6,0,1,6,105,35,36
12/23/2014 19:19,24,2,3,64,9448,0,2451,0,0,2,2/6/2015,2/7/2015,2,0,1,14039,6,1,1,6,105,35,36
12/23/2014 19:21,24,2,3,64,9448,0,2451,0,0,2,2/6/2015,2/7/2015,2,0,1,14039,6,0,1,6,105,35,37
12/23/2014 19:22,24,2,3,64,9448,0,2451,0,0,2,2/6/2015,2/7/2015,2,0,1,14039,6,1,1,6,105,35,8
12/23/2014 19:32,24,2,3,64,9448,0,2451,0,0,2,2/6/2015,2/7/2015,2,0,1,14039,6,0,1,6,105,35,22
12/25/2014 3:18,24,2,3,64,9448,0,2451,1,0,9,2/5/2015,2/6/2015,2,0,1,8785,1,1,1,6,105,35,8
12/25/2014 3:25,24,2,3,64,9448,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,0,1,6,105,809,59
12/25/2014 3:28,24,2,3,64,9448,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,1,1,6,105,35,36
12/25/2014 3:34,24,2,3,64,9448,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,0,1,6,105,35,62
12/25/2014 15:19,24,2,3,51,9527,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,1,2,6,105,35,78
12/25/2014 15:38,24,2,3,51,9527,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,0,1,6,105,35,5
12/25/2014 15:39,24,2,3,51,9527,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,0,1,6,105,35,85
12/26/2014 18:07,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14039,6,1,2,6,105,35,36
12/26/2014 18:24,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14041,6,0,2,6,105,35,64
12/26/2014 18:27,24,2,3,64,9448,0,2451,0,0,4,2/5/2015,2/6/2015,2,0,1,14041,6,1,1,6,105,35,64
12/26/2014 18:38,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14041,6,1,1,6,105,35,22
12/26/2014 19:01,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,14041,6,0,1,6,105,35,8
12/28/2014 19:35,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14039,6,1,1,6,105,35,8
12/28/2014 19:36,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14039,6,0,1,6,105,35,89
12/28/2014 19:57,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,8746,1,0,1,6,105,29,99
12/28/2014 20:07,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,65035,6,1,1,6,105,29,35
12/28/2014 20:17,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,65035,6,1,2,6,105,29,10
12/28/2014 20:21,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,65035,6,0,1,6,105,29,10
12/28/2014 23:47,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18492,6,0,1,6,105,29,8
12/28/2014 23:50,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18492,6,1,1,6,105,29,35
12/29/2014 0:02,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18492,6,1,1,6,105,29,35
12/29/2014 0:06,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18492,6,1,1,6,105,29,73
12/29/2014 0:12,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18492,6,0,1,6,105,29,8
12/29/2014 0:19,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,18492,6,1,1,6,105,29,8
12/29/2014 1:11,24,2,3,64,9448,0,2451,0,0,4,2/10/2015,2/11/2015,2,0,1,8746,1,1,1,6,105,29,99
12/29/2014 3:49,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,1,1,6,105,12,81
12/29/2014 3:57,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,22
12/29/2014 4:00,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,1,1,6,105,12,58
12/29/2014 4:04,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,99
12/29/2014 4:14,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33390,6,0,1,6,105,12,78
12/29/2014 4:55,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33390,6,1,1,6,105,12,8
12/29/2014 4:57,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33390,6,0,1,6,105,12,8
12/30/2014 1:23,24,2,3,64,9448,0,2451,1,0,9,2/6/2015,2/7/2015,2,0,1,8785,1,0,1,6,105,35,89
12/30/2014 1:40,24,2,3,64,9448,0,2451,1,0,9,2/7/2015,2/8/2015,2,0,1,8785,1,0,1,6,105,35,78
12/30/2014 3:05,24,2,3,64,9448,0,2451,0,0,4,2/7/2015,2/8/2015,2,0,1,14039,6,0,2,6,105,35,78
12/30/2014 5:36,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,1,1,6,105,12,35
12/30/2014 5:41,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,1,1,6,105,12,5
12/30/2014 6:01,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,10
12/30/2014 6:08,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,67
12/30/2014 6:13,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,2
12/30/2014 6:40,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,99
12/30/2014 6:50,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,1,1,6,105,12,8
12/30/2014 7:22,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33393,6,0,1,6,105,12,22
12/30/2014 8:17,24,2,3,64,9448,0,2451,0,0,4,2/8/2015,2/9/2015,2,0,1,33390,6,0,1,6,105,12,22
12/30/2014 9:32,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14039,6,1,1,6,105,35,14
12/30/2014 9:53,24,2,3,64,9448,0,2451,0,0,4,2/6/2015,2/7/2015,2,0,1,14039,6,1,1,6,105,35,22
12/30/2014 10:16,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18488,6,0,1,6,105,29,81
12/30/2014 10:21,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18488,6,0,1,6,105,29,62
12/30/2014 10:25,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18488,6,0,1,6,105,29,8
12/30/2014 10:29,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18492,6,0,1,6,105,29,15
12/30/2014 10:43,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,18491,6,1,2,6,105,29,8
12/30/2014 10:54,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,18491,6,0,3,6,105,29,43
12/30/2014 11:10,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,21787,6,0,3,6,105,29,15
12/30/2014 11:20,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,21787,6,0,1,6,105,29,82
12/30/2014 11:48,24,2,3,64,9448,0,2451,0,0,4,2/4/2015,2/5/2015,2,0,1,21787,6,1,3,6,105,29,15
12/30/2014 12:51,24,2,3,64,9448,0,2451,0,0,4,2/9/2015,2/10/2015,2,0,1,21787,6,1,1,6,105,29,15
6/3/2014 10:41,2,3,55,405,38988,0,2677,0,0,9,6/13/2014,6/15/2014,2,0,1,8746,1,1,1,6,105,29,35
6/3/2014 10:56,2,3,55,405,38988,0,2677,0,0,9,6/13/2014,6/15/2014,2,0,1,8746,1,0,1,6,105,29,14
6/3/2014 10:56,2,3,55,405,38988,0,2677,0,0,9,6/13/2014,6/15/2014,2,0,1,8746,1,0,1,6,105,29,30
6/3/2014 10:58,2,3,55,405,38988,0,2677,0,0,9,6/13/2014,6/15/2014,2,0,1,8746,1,0,1,6,105,29,81
6/3/2014 10:59,2,3,55,405,38988,0,2677,0,0,9,6/13/2014,6/15/2014,2,0,1,8746,1,1,1,6,105,29,8
6/3/2014 11:09,2,3,55,405,38988,0,2677,0,0,9,6/13/2014,6/15/2014,2,0,1,8746,1,0,1,6,105,29,40
4/18/2014 16:36,2,3,66,174,16634,4.1613,3313,0,0,9,4/18/2014,4/21/2014,2,0,1,24692,6,1,1,2,50,1241,18
4/18/2014 16:39,2,3,66,174,16634,3.3379,3313,0,0,9,4/18/2014,4/21/2014,2,0,1,61531,6,1,1,2,50,1241,91
4/18/2014 16:39,2,3,66,174,16634,3.3379,3313,0,0,9,4/18/2014,4/21/2014,2,2,1,61531,6,1,5,2,50,1241,91
4/19/2014 9:44,2,3,66,174,16634,3.3379,3313,0,0,1,4/19/2014,4/21/2014,2,2,1,61531,6,1,1,2,50,1241,91
6/19/2014 23:00,2,3,66,174,46432,82.6384,3313,0,0,0,7/18/2014,7/20/2014,2,0,1,8832,1,1,1,2,50,627,10
7/31/2014 22:34,2,3,66,174,16634,187.8185,3313,0,0,0,8/2/2014,8/3/2014,2,0,1,11835,1,1,1,2,50,633,54
10/5/2014 20:45,2,3,66,174,46432,110.257,3313,0,0,0,10/24/2014,10/26/2014,2,0,1,23288,6,0,1,2,50,633,77
10/5/2014 20:47,2,3,66,174,46432,110.4639,3313,0,0,0,10/24/2014,10/26/2014,2,0,1,23288,6,0,1,2,50,633,54
10/5/2014 20:52,2,3,66,174,46432,110.4639,3313,0,0,0,10/24/2014,10/26/2014,2,0,1,23288,6,1,1,2,50,633,54
10/6/2014 17:08,2,3,66,174,46432,110.257,3313,0,0,9,10/24/2014,10/26/2014,2,0,1,23288,6,0,1,2,50,633,77
10/6/2014 17:09,2,3,66,174,46432,110.4672,3313,0,0,9,10/24/2014,10/26/2014,2,0,1,23288,6,0,1,2,50,633,54
10/6/2014 17:10,2,3,66,174,46432,110.4256,3313,0,0,9,10/24/2014,10/26/2014,2,0,1,23288,6,1,1,2,50,633,54
10/13/2014 15:20,2,3,66,174,46432,112.9832,3313,0,0,1,10/24/2014,10/26/2014,2,0,1,11835,1,0,1,2,50,633,54
10/13/2014 15:22,2,3,66,174,46432,110.257,3313,0,0,1,10/24/2014,10/26/2014,2,0,1,11835,1,0,1,2,50,633,77
10/13/2014 15:24,2,3,66,174,46432,110.4672,3313,0,0,1,10/24/2014,10/26/2014,2,0,1,11835,1,0,1,2,50,633,54
10/13/2014 15:24,2,3,66,174,46432,110.3899,3313,0,0,1,10/24/2014,10/26/2014,2,0,1,11835,1,0,1,2,50,633,76
10/13/2014 15:25,2,3,66,174,46432,110.5101,3313,0,0,1,10/24/2014,10/26/2014,2,0,1,11835,1,0,1,2,50,633,17
10/18/2014 18:28,2,3,66,174,46432,112.9832,3313,0,0,1,10/24/2014,10/26/2014,2,0,1,11835,1,0,4,2,50,633,54
10/18/2014 18:30,2,3,66,174,46432,112.9832,3313,0,0,1,10/25/2014,10/26/2014,2,0,1,11835,1,0,2,2,50,633,54
