srch_id,date_time,site_id,visitor_location_country_id,visitor_hist_starrating,visitor_hist_adr_usd,prop_country_id,prop_id,prop_starrating,prop_review_score,prop_brand_bool,prop_location_score1,prop_location_score2,prop_log_historical_price,price_usd,promotion_flag,srch_destination_id,srch_length_of_stay,srch_booking_window,srch_adults_count,srch_children_count,srch_room_count,srch_saturday_night_bool,srch_query_affinity_score,orig_destination_distance,random_bool,comp1_rate,comp1_inv,comp1_rate_percent_diff,comp2_rate,comp2_inv,comp2_rate_percent_diff,comp3_rate,comp3_inv,comp3_rate_percent_diff,comp4_rate,comp4_inv,comp4_rate_percent_diff,comp5_rate,comp5_inv,comp5_rate_percent_diff,comp6_rate,comp6_inv,comp6_rate_percent_diff,comp7_rate,comp7_inv,comp7_rate_percent_diff,comp8_rate,comp8_inv,comp8_rate_percent_diff
3,6/5/2013 17:56,5,219,NULL,NULL,219,12248,5,4.5,1,2.89,0.0043,0,289,0,10797,1,21,4,0,2,0,NULL,23.52,1,NULL,NULL,NULL,0,0,NULL,-1,0,3,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,17817,2,3.5,1,1.61,0.0107,0,139,0,10797,1,21,4,0,2,0,NULL,24.35,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,19731,3,4,0,3,0.0055,0,199,0,10797,1,21,4,0,2,0,NULL,24.13,1,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,5
3,6/5/2013 17:56,5,219,NULL,NULL,219,24996,5,4.5,1,3.14,NULL,0,575,0,10797,1,21,4,0,2,0,NULL,23.6,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,32,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,27317,2,4.5,0,0,NULL,0,209,0,10797,1,21,4,0,2,0,NULL,25.8,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,35245,4,4,1,2.94,0.0123,0,345,0,10797,1,21,4,0,2,0,NULL,23.98,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,1,0,14,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,36029,5,4.5,0,3.18,NULL,0,595,0,10797,1,21,4,0,2,0,NULL,23.65,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,39341,4,4,1,2.48,0.1504,0,349,0,10797,1,21,4,0,2,0,NULL,24.74,1,NULL,NULL,NULL,-1,0,14,0,1,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,14
3,6/5/2013 17:56,5,219,NULL,NULL,219,40629,3,4,1,2.08,0.021,0,219,0,10797,1,21,4,0,2,0,NULL,23.32,1,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,44497,5,5,0,1.1,NULL,0,425,0,10797,1,21,4,0,2,0,NULL,24.85,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,48090,3,4,1,2.3,0.0235,0,249,0,10797,1,21,4,0,2,0,NULL,23.32,1,NULL,NULL,NULL,0,0,NULL,0,1,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,52838,4,4,0,2.64,0.0215,0,215,0,10797,1,21,4,0,2,0,NULL,24.49,1,NULL,NULL,NULL,0,0,11,1,1,4,NULL,NULL,NULL,-1,0,5,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,5
3,6/5/2013 17:56,5,219,NULL,NULL,219,55688,5,4.5,0,2.94,0.0191,0,343,1,10797,1,21,4,0,2,0,NULL,22.92,1,NULL,NULL,NULL,0,0,NULL,1,0,12,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,56417,4,4.5,1,2.71,0.0225,0,249,0,10797,1,21,4,0,2,0,NULL,23.26,1,NULL,NULL,NULL,0,0,NULL,0,1,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,57724,4,4.5,1,2.56,0.1811,0,295,0,10797,1,21,4,0,2,0,NULL,24.45,1,NULL,NULL,NULL,0,0,4,0,0,4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,4
3,6/5/2013 17:56,5,219,NULL,NULL,219,70568,5,4.5,0,2.89,NULL,0,325,0,10797,1,21,4,0,2,0,NULL,24.53,1,NULL,NULL,NULL,0,0,10,0,0,14,NULL,NULL,NULL,0,0,10,NULL,NULL,NULL,NULL,NULL,NULL,0,0,10
3,6/5/2013 17:56,5,219,NULL,NULL,219,72684,5,5,1,2.89,0.0014,0,449,0,10797,1,21,4,0,2,0,NULL,24.6,1,NULL,NULL,NULL,0,0,NULL,-1,0,15,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,85742,3,4,0,1.1,0.0275,0,169,1,10797,1,21,4,0,2,0,NULL,23.11,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,88345,5,5,1,3.09,NULL,0,550,0,10797,1,21,4,0,2,0,NULL,23.9,1,NULL,NULL,NULL,0,0,NULL,0,1,NULL,NULL,NULL,NULL,0,0,8,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,103600,2,4,0,2.71,0.1213,0,110,1,10797,1,21,4,0,2,0,NULL,23.78,1,NULL,NULL,NULL,NULL,NULL,NULL,1,0,17,NULL,NULL,NULL,0,0,29,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,103937,5,4.5,1,2.89,NULL,0,339,1,10797,1,21,4,0,2,0,NULL,24.61,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,10,-1,0,10,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,10
3,6/5/2013 17:56,5,219,NULL,NULL,219,104087,4,3.5,1,2.64,0.0305,0,236,0,10797,1,21,4,0,2,0,NULL,22.87,1,NULL,NULL,NULL,0,0,NULL,0,1,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,116416,4,4,0,3.14,0.0081,0,204,0,10797,1,21,4,0,2,0,NULL,23.85,1,NULL,NULL,NULL,NULL,NULL,NULL,1,1,20,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,117177,5,5,1,2.89,NULL,0,465,0,10797,1,21,4,0,2,0,NULL,23.81,1,NULL,NULL,NULL,0,0,NULL,0,1,NULL,0,0,7,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,6
3,6/5/2013 17:56,5,219,NULL,NULL,219,117667,4,4.5,0,3.09,0.0019,0,285,0,10797,1,21,4,0,2,0,NULL,24.39,1,NULL,NULL,NULL,0,0,11,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,118104,3,4,1,1.39,0.0411,0,194,0,10797,1,21,4,0,2,0,NULL,24.04,1,NULL,NULL,NULL,0,0,NULL,-1,1,4,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,119952,4,4.5,0,2.77,NULL,0,269,0,10797,1,21,4,0,2,0,NULL,24.52,1,NULL,NULL,NULL,1,0,3,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,121071,4,4.5,1,2.56,0.0485,0,239,0,10797,1,21,4,0,2,0,NULL,23.6,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,1,0,4,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
3,6/5/2013 17:56,5,219,NULL,NULL,219,130729,4,4,0,0.69,0.138,0,213,1,10797,1,21,4,0,2,0,NULL,26.24,1,NULL,NULL,NULL,1,0,8,0,0,NULL,NULL,NULL,NULL,1,0,5,NULL,NULL,NULL,NULL,NULL,NULL,1,0,5
3,6/5/2013 17:56,5,219,NULL,NULL,219,139893,2,3,1,1.61,0.0128,0,159,0,10797,1,21,4,0,2,0,NULL,24.36,1,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,1230,3,3.5,0,5.83,0.201,5.71,372.9,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,31,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,3084,4,4,1,5.72,0.0781,5.81,376.44,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,0,0,9,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,7527,4,4.5,1,5.87,0.2002,6.21,456.17,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,35,1,0,19,0,0,11,NULL,NULL,NULL,NULL,NULL,NULL,0,0,25
5,3/21/2013 21:59,9,59,NULL,NULL,219,8161,4,4,1,5.48,0.0375,5.72,284.48,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,29,1,0,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,13603,4,4.5,1,5.61,0.0706,6.04,364.7,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,1,0,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,18053,5,4,0,4.99,0.0143,6.21,473.55,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,0,0,11,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,11
5,3/21/2013 21:59,9,59,NULL,NULL,219,23212,4,4.5,1,5.83,0.1755,6.12,379.02,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,8,0,0,4,1,0,15,0,0,17,NULL,NULL,NULL,NULL,NULL,NULL,0,0,20
5,3/21/2013 21:59,9,59,NULL,NULL,219,24685,5,4.5,1,5.77,0.1163,6.02,419,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,27293,2,3.5,1,5.38,0.0556,5.52,198.08,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,-1,0,9,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,27911,4,4.5,1,3.83,0.0142,5.6,281.75,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,9,0,0,9,NULL,NULL,NULL,1,0,10,NULL,NULL,NULL,NULL,NULL,NULL,0,0,12
5,3/21/2013 21:59,9,59,NULL,NULL,219,35599,4,4.5,1,3.85,0.0134,5.55,273.22,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,35817,4,4.5,1,5.63,0.0752,6.04,583.45,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,9,NULL,1,NULL,0,-1,13,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,41347,4,4,0,4.11,0.0036,6.04,504.28,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,11,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,42
5,3/21/2013 21:59,9,59,NULL,NULL,219,44923,5,4.5,0,5.78,0.1161,6.14,474.68,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,45080,4,4,1,5.73,0.1484,6.17,534.7,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,1,0,3,1,0,17,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,57945,5,4.5,1,5.72,0.1018,5.92,565.75,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,-1,NULL,0,-1,NULL,0,-1,NULL,0,-1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,-1,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,59105,4,0,1,3.95,0.002,5.64,227.52,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,15
5,3/21/2013 21:59,9,59,NULL,NULL,219,69261,5,5,1,5.97,0.1342,6.19,547.89,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,1,0,7,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,71220,4,4,1,3.83,0.0142,5.69,263.24,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,10,0,0,NULL,NULL,NULL,NULL,1,0,5,NULL,NULL,NULL,NULL,NULL,NULL,1,0,5
5,3/21/2013 21:59,9,59,NULL,NULL,219,78624,4,4,1,4.41,0.0139,5.68,351.82,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,8,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,78838,4,4.5,1,5.89,0.1957,6.21,463.25,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,82927,4,4,1,5.5,0.0453,5.76,368.96,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,1,0,47,1,0,16,0,0,31,NULL,NULL,NULL,NULL,NULL,NULL,1,0,47
5,3/21/2013 21:59,9,59,NULL,NULL,219,96761,5,0,1,5.41,0.0266,6.21,584.34,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,0,11,NULL,NULL,NULL,NULL,NULL,NULL,1,0,11
5,3/21/2013 21:59,9,59,NULL,NULL,219,98862,4,4,1,5.81,0.1123,6.05,451.83,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,114304,5,4.5,1,5.77,0.1721,6.21,628.99,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,120317,3,4,1,5.26,0.0405,5.79,353.27,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,1,0,3,0,0,11,NULL,NULL,NULL,0,0,11,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,126665,4,4.5,0,3.93,0.0106,5.88,359.07,1,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,1,0,12,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,129228,5,4.5,1,3.61,0.0068,6.21,477.9,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,1,0,19,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,131357,4,4.5,1,3.78,0.0132,5.92,340.4,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,0,0,NULL,0,0,NULL,0,0,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
5,3/21/2013 21:59,9,59,NULL,NULL,219,131893,3,0,1,5.61,NULL,5.87,298.97,0,4562,7,2,3,0,1,0,NULL,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL
7,11/29/2012 14:37,5,219,NULL,NULL,72,3483,4,4,1,2.48,0.1044,5.45,119,0,6419,1,8,2,0,1,1,-22.0079,1909.38,0,NULL,NULL,NULL,NULL,NULL,NULL,-1,0,22,NULL,NULL,NULL,-1,0,9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,11/29/2012 14:37,5,219,NULL,NULL,72,11004,3,1,0,2.48,NULL,4.66,87,0,6419,1,8,2,0,1,1,-22.906,1908.29,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,11/29/2012 14:37,5,219,NULL,NULL,72,19884,2,4.5,0,1.39,0.1321,4.01,48,0,6419,1,8,2,0,1,1,-22.4981,1907.2,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,11/29/2012 14:37,5,219,NULL,NULL,72,25791,4,0,1,2.83,NULL,5.3,115,0,6419,1,8,2,0,1,1,-22.6041,1908.59,0,NULL,NULL,NULL,NULL,NULL,NULL,0,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
7,11/29/2012 14:37,5,219,NULL,NULL,72,33705,4,0,0,0,NULL,5.18,80,0,6419,1,8,2,0,1,1,-21.6868,1895.28,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
